,rating,title,Review_text
1285,5,"Compact, Fast External Hard Drive","Great product for a great price. Small enough to be able to carry it in a small purse, bag, or even a large pocket. Easy to use and transfers data quickly."
1286,1,Laughable read/write speeds for a USB3.0 drive,Very deceptive product. USB3.0 but read/write is so slow they could have used USB2.0.Not clear about read/write speeds anywhere in the description.
1287,5,Great space for size.,"Easy tool use, drive space is great for its size."
1288,1,Says that its for MAC but is not only pc,the title says that it is for a mac but it will not reformat only works with PC
1289,4,Excelente,Muy buen producto
1290,5,Nice one,Good
1291,4,NA,NA
1292,1,Failed after a few months,"Failed completely after a few months.Used as backup in home environment.Complete data loss, with contents unrecoverable by standard disk recovery programs."
1293,1,Stopped working after 3 uses,"I've had the 5 tb one for over a year now and I used it bout 3 times since then never worked again. I've spent hours on youtube, google and Seagate tech support on why mine isnt working and nothing works. The light is on but refuses to show up on my pc I've gone my pcs bios, device mangament all sorts of crap and yes I am teck savvy as they say but nothing works so I bassically have a useless little box that refuses to work even if I try it on other computers so dont recommended 5tb one if anything buy 2 tb I never have problems with them. Found out that the higher the tb the worse they get."
1294,5,Excellent Storage,Excellent
1295,5,Good product,Used for PC backup. Been working great.
1296,1,took perfect care and have bad sectors 16 months after purchase.Do not buy.,"I have bought external drives before, I always take great care of my computer components and all other external drives lasted at least 3 years before I had any issues with them.This one lasted 16 months before I couldn't copy data off the drive.Ran a surface scan and it has multiple bad sectors.I will not be buying this or any other seagate drive again"
1297,1,Went corrupt in one year,This hard drive went bad within ~1 year. Was uploading data on it using my Mac and all data on the external hard drive was lost as the drive went bad. Could not reformat or recover the data. What a waste of money and valuable data. Will never buy this brand again.
1298,5,Great drive,Works right out of the box… no issues with windows 11 PC
1299,3,Not All Games Compatible,Is nice the storage capacity but the most newest games are not playable because the speed of the drive. Like Forza Horizon or Fortnite. But almost all games work well.
1300,2,Didn't stay working long,Worked for less than a year. Wouldn't waste my money on this style.
1301,5,Perfect for PS4,Works great and fast writing speed.
1302,5,Works great,I would buy this again.
1303,5,Excellent value and easy to use,Purchased to copy everything I had stored in the cloud in the event something unexpected happens. Connects and works like I expected without any technical support necessary - automatically appeared in my system
1304,5,great,glad I got this great storage and very compact
1305,4,DOES WORK FOR MAC / iOS,"I saw a lot of reviews on here that stated the hard drive doesn't work for Mac. It didn't at first. I had to go to Seagate's website. There's a page called ""How to Format Your Drive"" and it has instructions on how to make it work for your system. It was super easy and there were no additional downloads needed."
1306,4,It works,Easy to say up and use.
1307,1,Faulty Right Out of the Box!!,"I purchased this external hard drive as I had never had any issues with Seagates drives.This one spun up right out of the box with no issues.It took me 2 days to get all of the data moved over to it that I needed stored, and on day two (shortly after finishing the move) the drive stopped taking any new data and had changed itself over to a read only database.I figured there must have been something wrong with the formatting, and after taking 2 more days to move everything back off, I formatted the drive and 2 days later had everything moved back over to it.About 2 hours after moving everything back over again, it too failed and went into a read only format, so again I removed everything off of it and sent it back!!!"
1308,1,Computer Won’t Read,"When I tried to use this on my computer, I plugged it into several different USB ports in my desktop, and the computer wasn’t able to recognize the device. I couldn’t ever locate the drive anywhere on my computer, so after about 3 hours of trying, I finally gave up and opted for a return."
1309,5,For linux,I use the Fedora operating system. Plugged the drive in and it was ready to copy
1310,5,Got my backup done,About 2 times a year I do a full backup to a fresh drive.Used this to copy over all my data files and then an image of the operating system drive.Worked well with no issues.
1311,5,Excellent performance,"I'm using this device to store tv shows I like that are off-air. It accepts downloads with lightning speed, and playback is excellent. I can't complement this device enough to do it justice. And, the small size makes it a perfect carry-anywhere item."
1312,5,slim,very nice connection is almost instant
1313,5,Really good for ps5,I have every game I own for the PS4 on it. Works great on the ps5. Slight lag on COD: BOCW though
1314,5,Very good,Very good
1315,5,1 year and about a half still going good,"I've been using this for 1 year and about a half (Jan 2021-July 2022). I'm not even halfway. I've been using this to back up mostly my digital illustrations, Minecraft skins I made, Bible Project videos & images that I love, screenshots of typed prays from others, hw & projects from art/animation school, pictures of animals I find in my area being adorable or confused... & adorable, people being memes on the internet, and alike. My brother also uses this too but mainly for gaming and music that he makes & remixes (knowing my brother probably also memes lol). So yeh it holds quite a bit of stuff. I think having more than 1 backup is always great too :^)"
